case_id,dtype,layout,m,n,k,groups,group_lengths,variable_capacity,allow_empty_groups,backend,blas_streams,warmup,samples,correctness_repeats
matrix_0332_bf16_nn_g5_m4096_n5120_k4096_c20480,bf16,NN,4096,5120,4096,5,4096;4096;4096;4096;4096,20480,1,both,4,10,30,3
matrix_0333_bf16_tn_g5_m4096_n5120_k4096_c20480,bf16,TN,4096,5120,4096,5,4096;4096;4096;4096;4096,20480,1,both,4,10,30,3
matrix_0334_bf16_nt_g5_m4096_n6144_k4096_c20480,bf16,NT,4096,6144,4096,5,4096;4096;4096;4096;4096,20480,1,both,4,10,30,3
matrix_0335_bf16_nn_g5_m4096_n6144_k4096_c20480,bf16,NN,4096,6144,4096,5,4096;4096;4096;4096;4096,20480,1,both,4,10,30,3
matrix_0336_bf16_tn_g5_m4096_n6144_k4096_c20480,bf16,TN,4096,6144,4096,5,4096;4096;4096;4096;4096,20480,1,both,4,10,30,3
matrix_0337_bf16_nt_g5_m4096_n7168_k4096_c20480,bf16,NT,4096,7168,4096,5,4096;4096;4096;4096;4096,20480,1,both,4,10,30,3
matrix_0338_bf16_nn_g5_m4096_n7168_k4096_c20480,bf16,NN,4096,7168,4096,5,4096;4096;4096;4096;4096,20480,1,both,4,10,30,3
matrix_0339_bf16_tn_g5_m4096_n7168_k4096_c20480,bf16,TN,4096,7168,4096,5,4096;4096;4096;4096;4096,20480,1,both,4,10,30,3
matrix_0340_bf16_nt_g5_m1024_n4096_k4096_c5120,bf16,NT,1024,4096,4096,5,1024;1024;1024;1024;1024,5120,1,both,4,10,30,3
matrix_0341_bf16_nn_g5_m1024_n4096_k4096_c5120,bf16,NN,1024,4096,4096,5,1024;1024;1024;1024;1024,5120,1,both,4,10,30,3
matrix_0342_bf16_tn_g5_m1024_n4096_k4096_c20480,bf16,TN,1024,4096,4096,5,4096;4096;4096;4096;4096,20480,1,both,4,10,30,3
matrix_0343_bf16_nt_g5_m2048_n4096_k4096_c10240,bf16,NT,2048,4096,4096,5,2048;2048;2048;2048;2048,10240,1,both,4,10,30,3
matrix_0344_bf16_nn_g5_m2048_n4096_k4096_c10240,bf16,NN,2048,4096,4096,5,2048;2048;2048;2048;2048,10240,1,both,4,10,30,3
matrix_0345_bf16_tn_g5_m2048_n4096_k4096_c20480,bf16,TN,2048,4096,4096,5,4096;4096;4096;4096;4096,20480,1,both,4,10,30,3
matrix_0346_bf16_nt_g5_m4096_n4096_k1024_c20480,bf16,NT,4096,4096,1024,5,4096;4096;4096;4096;4096,20480,1,both,4,10,30,3
matrix_0347_bf16_nn_g5_m4096_n4096_k1024_c20480,bf16,NN,4096,4096,1024,5,4096;4096;4096;4096;4096,20480,1,both,4,10,30,3
matrix_0348_bf16_tn_g5_m4096_n4096_k1024_c5120,bf16,TN,4096,4096,1024,5,1024;1024;1024;1024;1024,5120,1,both,4,10,30,3
matrix_0349_bf16_nt_g5_m4096_n4096_k2048_c20480,bf16,NT,4096,4096,2048,5,4096;4096;4096;4096;4096,20480,1,both,4,10,30,3
matrix_0350_bf16_nn_g5_m4096_n4096_k2048_c20480,bf16,NN,4096,4096,2048,5,4096;4096;4096;4096;4096,20480,1,both,4,10,30,3
matrix_0351_bf16_tn_g5_m4096_n4096_k2048_c10240,bf16,TN,4096,4096,2048,5,2048;2048;2048;2048;2048,10240,1,both,4,10,30,3
matrix_0352_bf16_nt_g5_m4096_n4096_k8192_c20480,bf16,NT,4096,4096,8192,5,4096;4096;4096;4096;4096,20480,1,both,4,10,30,3
matrix_0353_bf16_nn_g5_m4096_n4096_k8192_c20480,bf16,NN,4096,4096,8192,5,4096;4096;4096;4096;4096,20480,1,both,4,10,30,3
matrix_0354_bf16_tn_g5_m4096_n4096_k8192_c40960,bf16,TN,4096,4096,8192,5,8192;8192;8192;8192;8192,40960,1,both,4,10,30,3
matrix_0355_bf16_nt_g8_m4096_n2048_k4096_c32768,bf16,NT,4096,2048,4096,8,4096;4096;4096;4096;4096;4096;4096;4096,32768,1,both,4,10,30,3
matrix_0356_bf16_nn_g8_m4096_n2048_k4096_c32768,bf16,NN,4096,2048,4096,8,4096;4096;4096;4096;4096;4096;4096;4096,32768,1,both,4,10,30,3
matrix_0357_bf16_tn_g8_m4096_n2048_k4096_c32768,bf16,TN,4096,2048,4096,8,4096;4096;4096;4096;4096;4096;4096;4096,32768,1,both,4,10,30,3
matrix_0358_bf16_nt_g8_m4096_n3072_k4096_c32768,bf16,NT,4096,3072,4096,8,4096;4096;4096;4096;4096;4096;4096;4096,32768,1,both,4,10,30,3
matrix_0359_bf16_nn_g8_m4096_n3072_k4096_c32768,bf16,NN,4096,3072,4096,8,4096;4096;4096;4096;4096;4096;4096;4096,32768,1,both,4,10,30,3
matrix_0360_bf16_tn_g8_m4096_n3072_k4096_c32768,bf16,TN,4096,3072,4096,8,4096;4096;4096;4096;4096;4096;4096;4096,32768,1,both,4,10,30,3
matrix_0361_bf16_nt_g8_m4096_n4096_k4096_c32768,bf16,NT,4096,4096,4096,8,4096;4096;4096;4096;4096;4096;4096;4096,32768,1,both,4,10,30,3
matrix_0362_bf16_nn_g8_m4096_n4096_k4096_c32768,bf16,NN,4096,4096,4096,8,4096;4096;4096;4096;4096;4096;4096;4096,32768,1,both,4,10,30,3
matrix_0363_bf16_tn_g8_m4096_n4096_k4096_c32768,bf16,TN,4096,4096,4096,8,4096;4096;4096;4096;4096;4096;4096;4096,32768,1,both,4,10,30,3
matrix_0364_bf16_nt_g8_m4096_n5120_k4096_c32768,bf16,NT,4096,5120,4096,8,4096;4096;4096;4096;4096;4096;4096;4096,32768,1,both,4,10,30,3
matrix_0365_bf16_nn_g8_m4096_n5120_k4096_c32768,bf16,NN,4096,5120,4096,8,4096;4096;4096;4096;4096;4096;4096;4096,32768,1,both,4,10,30,3
matrix_0366_bf16_tn_g8_m4096_n5120_k4096_c32768,bf16,TN,4096,5120,4096,8,4096;4096;4096;4096;4096;4096;4096;4096,32768,1,both,4,10,30,3
matrix_0367_bf16_nt_g8_m4096_n6144_k4096_c32768,bf16,NT,4096,6144,4096,8,4096;4096;4096;4096;4096;4096;4096;4096,32768,1,both,4,10,30,3
matrix_0368_bf16_nn_g8_m4096_n6144_k4096_c32768,bf16,NN,4096,6144,4096,8,4096;4096;4096;4096;4096;4096;4096;4096,32768,1,both,4,10,30,3
matrix_0369_bf16_tn_g8_m4096_n6144_k4096_c32768,bf16,TN,4096,6144,4096,8,4096;4096;4096;4096;4096;4096;4096;4096,32768,1,both,4,10,30,3
matrix_0370_bf16_nt_g8_m4096_n7168_k4096_c32768,bf16,NT,4096,7168,4096,8,4096;4096;4096;4096;4096;4096;4096;4096,32768,1,both,4,10,30,3
matrix_0371_bf16_nn_g8_m4096_n7168_k4096_c32768,bf16,NN,4096,7168,4096,8,4096;4096;4096;4096;4096;4096;4096;4096,32768,1,both,4,10,30,3
matrix_0372_bf16_tn_g8_m4096_n7168_k4096_c32768,bf16,TN,4096,7168,4096,8,4096;4096;4096;4096;4096;4096;4096;4096,32768,1,both,4,10,30,3
matrix_0373_bf16_nt_g8_m1024_n4096_k4096_c8192,bf16,NT,1024,4096,4096,8,1024;1024;1024;1024;1024;1024;1024;1024,8192,1,both,4,10,30,3
matrix_0374_bf16_nn_g8_m1024_n4096_k4096_c8192,bf16,NN,1024,4096,4096,8,1024;1024;1024;1024;1024;1024;1024;1024,8192,1,both,4,10,30,3
matrix_0375_bf16_tn_g8_m1024_n4096_k4096_c32768,bf16,TN,1024,4096,4096,8,4096;4096;4096;4096;4096;4096;4096;4096,32768,1,both,4,10,30,3
matrix_0376_bf16_nt_g8_m2048_n4096_k4096_c16384,bf16,NT,2048,4096,4096,8,2048;2048;2048;2048;2048;2048;2048;2048,16384,1,both,4,10,30,3
matrix_0377_bf16_nn_g8_m2048_n4096_k4096_c16384,bf16,NN,2048,4096,4096,8,2048;2048;2048;2048;2048;2048;2048;2048,16384,1,both,4,10,30,3
matrix_0378_bf16_tn_g8_m2048_n4096_k4096_c32768,bf16,TN,2048,4096,4096,8,4096;4096;4096;4096;4096;4096;4096;4096,32768,1,both,4,10,30,3
matrix_0379_bf16_nt_g8_m4096_n4096_k1024_c32768,bf16,NT,4096,4096,1024,8,4096;4096;4096;4096;4096;4096;4096;4096,32768,1,both,4,10,30,3
matrix_0380_bf16_nn_g8_m4096_n4096_k1024_c32768,bf16,NN,4096,4096,1024,8,4096;4096;4096;4096;4096;4096;4096;4096,32768,1,both,4,10,30,3
matrix_0381_bf16_tn_g8_m4096_n4096_k1024_c8192,bf16,TN,4096,4096,1024,8,1024;1024;1024;1024;1024;1024;1024;1024,8192,1,both,4,10,30,3
matrix_0382_bf16_nt_g8_m4096_n4096_k2048_c32768,bf16,NT,4096,4096,2048,8,4096;4096;4096;4096;4096;4096;4096;4096,32768,1,both,4,10,30,3
matrix_0383_bf16_nn_g8_m4096_n4096_k2048_c32768,bf16,NN,4096,4096,2048,8,4096;4096;4096;4096;4096;4096;4096;4096,32768,1,both,4,10,30,3
matrix_0384_bf16_tn_g8_m4096_n4096_k2048_c16384,bf16,TN,4096,4096,2048,8,2048;2048;2048;2048;2048;2048;2048;2048,16384,1,both,4,10,30,3
matrix_0385_bf16_nt_g8_m4096_n4096_k8192_c32768,bf16,NT,4096,4096,8192,8,4096;4096;4096;4096;4096;4096;4096;4096,32768,1,both,4,10,30,3
matrix_0386_bf16_nn_g8_m4096_n4096_k8192_c32768,bf16,NN,4096,4096,8192,8,4096;4096;4096;4096;4096;4096;4096;4096,32768,1,both,4,10,30,3
matrix_0387_bf16_tn_g8_m4096_n4096_k8192_c65536,bf16,TN,4096,4096,8192,8,8192;8192;8192;8192;8192;8192;8192;8192,65536,1,both,4,10,30,3
matrix_0388_bf16_nt_g16_m4096_n2048_k4096_c65536,bf16,NT,4096,2048,4096,16,4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096,65536,1,both,4,10,30,3
matrix_0389_bf16_nn_g16_m4096_n2048_k4096_c65536,bf16,NN,4096,2048,4096,16,4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096,65536,1,both,4,10,30,3
matrix_0390_bf16_tn_g16_m4096_n2048_k4096_c65536,bf16,TN,4096,2048,4096,16,4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096,65536,1,both,4,10,30,3
matrix_0391_bf16_nt_g16_m4096_n3072_k4096_c65536,bf16,NT,4096,3072,4096,16,4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096,65536,1,both,4,10,30,3
matrix_0392_bf16_nn_g16_m4096_n3072_k4096_c65536,bf16,NN,4096,3072,4096,16,4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096,65536,1,both,4,10,30,3
matrix_0393_bf16_tn_g16_m4096_n3072_k4096_c65536,bf16,TN,4096,3072,4096,16,4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096,65536,1,both,4,10,30,3
matrix_0394_bf16_nt_g16_m4096_n4096_k4096_c65536,bf16,NT,4096,4096,4096,16,4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096,65536,1,both,4,10,30,3
matrix_0395_bf16_nn_g16_m4096_n4096_k4096_c65536,bf16,NN,4096,4096,4096,16,4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096,65536,1,both,4,10,30,3
matrix_0396_bf16_tn_g16_m4096_n4096_k4096_c65536,bf16,TN,4096,4096,4096,16,4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096,65536,1,both,4,10,30,3
matrix_0397_bf16_nt_g16_m4096_n5120_k4096_c65536,bf16,NT,4096,5120,4096,16,4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096,65536,1,both,4,10,30,3
matrix_0398_bf16_nn_g16_m4096_n5120_k4096_c65536,bf16,NN,4096,5120,4096,16,4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096,65536,1,both,4,10,30,3
matrix_0399_bf16_tn_g16_m4096_n5120_k4096_c65536,bf16,TN,4096,5120,4096,16,4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096,65536,1,both,4,10,30,3
matrix_0400_bf16_nt_g16_m4096_n6144_k4096_c65536,bf16,NT,4096,6144,4096,16,4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096,65536,1,both,4,10,30,3
matrix_0401_bf16_nn_g16_m4096_n6144_k4096_c65536,bf16,NN,4096,6144,4096,16,4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096,65536,1,both,4,10,30,3
matrix_0402_bf16_tn_g16_m4096_n6144_k4096_c65536,bf16,TN,4096,6144,4096,16,4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096,65536,1,both,4,10,30,3
matrix_0403_bf16_nt_g16_m4096_n7168_k4096_c65536,bf16,NT,4096,7168,4096,16,4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096,65536,1,both,4,10,30,3
matrix_0404_bf16_nn_g16_m4096_n7168_k4096_c65536,bf16,NN,4096,7168,4096,16,4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096,65536,1,both,4,10,30,3
matrix_0405_bf16_tn_g16_m4096_n7168_k4096_c65536,bf16,TN,4096,7168,4096,16,4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096,65536,1,both,4,10,30,3
matrix_0406_bf16_nt_g16_m1024_n4096_k4096_c16384,bf16,NT,1024,4096,4096,16,1024;1024;1024;1024;1024;1024;1024;1024;1024;1024;1024;1024;1024;1024;1024;1024,16384,1,both,4,10,30,3
matrix_0407_bf16_nn_g16_m1024_n4096_k4096_c16384,bf16,NN,1024,4096,4096,16,1024;1024;1024;1024;1024;1024;1024;1024;1024;1024;1024;1024;1024;1024;1024;1024,16384,1,both,4,10,30,3
matrix_0408_bf16_tn_g16_m1024_n4096_k4096_c65536,bf16,TN,1024,4096,4096,16,4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096,65536,1,both,4,10,30,3
matrix_0409_bf16_nt_g16_m2048_n4096_k4096_c32768,bf16,NT,2048,4096,4096,16,2048;2048;2048;2048;2048;2048;2048;2048;2048;2048;2048;2048;2048;2048;2048;2048,32768,1,both,4,10,30,3
matrix_0410_bf16_nn_g16_m2048_n4096_k4096_c32768,bf16,NN,2048,4096,4096,16,2048;2048;2048;2048;2048;2048;2048;2048;2048;2048;2048;2048;2048;2048;2048;2048,32768,1,both,4,10,30,3
matrix_0411_bf16_tn_g16_m2048_n4096_k4096_c65536,bf16,TN,2048,4096,4096,16,4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096,65536,1,both,4,10,30,3
matrix_0412_bf16_nt_g16_m4096_n4096_k1024_c65536,bf16,NT,4096,4096,1024,16,4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096,65536,1,both,4,10,30,3
matrix_0413_bf16_nn_g16_m4096_n4096_k1024_c65536,bf16,NN,4096,4096,1024,16,4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096,65536,1,both,4,10,30,3
matrix_0414_bf16_tn_g16_m4096_n4096_k1024_c16384,bf16,TN,4096,4096,1024,16,1024;1024;1024;1024;1024;1024;1024;1024;1024;1024;1024;1024;1024;1024;1024;1024,16384,1,both,4,10,30,3
matrix_0415_bf16_nt_g16_m4096_n4096_k2048_c65536,bf16,NT,4096,4096,2048,16,4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096,65536,1,both,4,10,30,3
matrix_0416_bf16_nn_g16_m4096_n4096_k2048_c65536,bf16,NN,4096,4096,2048,16,4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096,65536,1,both,4,10,30,3
matrix_0417_bf16_tn_g16_m4096_n4096_k2048_c32768,bf16,TN,4096,4096,2048,16,2048;2048;2048;2048;2048;2048;2048;2048;2048;2048;2048;2048;2048;2048;2048;2048,32768,1,both,4,10,30,3
matrix_0418_bf16_nt_g16_m4096_n4096_k8192_c65536,bf16,NT,4096,4096,8192,16,4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096,65536,1,both,4,10,30,3
matrix_0419_bf16_nn_g16_m4096_n4096_k8192_c65536,bf16,NN,4096,4096,8192,16,4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096;4096,65536,1,both,4,10,30,3
matrix_0420_bf16_tn_g16_m4096_n4096_k8192_c131072,bf16,TN,4096,4096,8192,16,8192;8192;8192;8192;8192;8192;8192;8192;8192;8192;8192;8192;8192;8192;8192;8192,131072,1,both,4,10,30,3
matrix_0421_bf16_nt_g16_m2136_n4096_k7168_c65536,bf16,NT,2136,4096,7168,16,2049;2080;2053;2070;2048;2136;1986;2102;2021;2050;2028;2030;1987;1978;2019;2051,65536,1,both,4,10,30,3
matrix_0422_bf16_nn_g16_m2136_n7168_k4096_c65536,bf16,NN,2136,7168,4096,16,2049;2080;2053;2070;2048;2136;1986;2102;2021;2050;2028;2030;1987;1978;2019;2051,65536,1,both,4,10,30,3
matrix_0423_bf16_tn_g16_m4096_n7168_k2136_c65536,bf16,TN,4096,7168,2136,16,2049;2080;2053;2070;2048;2136;1986;2102;2021;2050;2028;2030;1987;1978;2019;2051,65536,1,both,4,10,30,3
matrix_0424_bf16_nt_g16_m2136_n7168_k2048_c65536,bf16,NT,2136,7168,2048,16,2049;2080;2053;2070;2048;2136;1986;2102;2021;2050;2028;2030;1987;1978;2019;2051,65536,1,both,4,10,30,3
matrix_0425_bf16_nn_g16_m2136_n2048_k7168_c65536,bf16,NN,2136,2048,7168,16,2049;2080;2053;2070;2048;2136;1986;2102;2021;2050;2028;2030;1987;1978;2019;2051,65536,1,both,4,10,30,3
matrix_0426_bf16_tn_g16_m7168_n2048_k2136_c65536,bf16,TN,7168,2048,2136,16,2049;2080;2053;2070;2048;2136;1986;2102;2021;2050;2028;2030;1987;1978;2019;2051,65536,1,both,4,10,30,3
matrix_0427_bf16_nt_g16_m2115_n4096_k7168_c65536,bf16,NT,2115,4096,7168,16,2110;2037;2098;2115;2045;2012;2010;1990;2064;1969;2021;2036;2025;2049;1980;2027,65536,1,both,4,10,30,3
matrix_0428_bf16_nn_g16_m2115_n7168_k4096_c65536,bf16,NN,2115,7168,4096,16,2110;2037;2098;2115;2045;2012;2010;1990;2064;1969;2021;2036;2025;2049;1980;2027,65536,1,both,4,10,30,3
matrix_0429_bf16_tn_g16_m4096_n7168_k2115_c65536,bf16,TN,4096,7168,2115,16,2110;2037;2098;2115;2045;2012;2010;1990;2064;1969;2021;2036;2025;2049;1980;2027,65536,1,both,4,10,30,3
matrix_0430_bf16_nt_g16_m2115_n7168_k2048_c65536,bf16,NT,2115,7168,2048,16,2110;2037;2098;2115;2045;2012;2010;1990;2064;1969;2021;2036;2025;2049;1980;2027,65536,1,both,4,10,30,3
matrix_0431_bf16_nn_g16_m2115_n2048_k7168_c65536,bf16,NN,2115,2048,7168,16,2110;2037;2098;2115;2045;2012;2010;1990;2064;1969;2021;2036;2025;2049;1980;2027,65536,1,both,4,10,30,3
matrix_0432_bf16_tn_g16_m7168_n2048_k2115_c65536,bf16,TN,7168,2048,2115,16,2110;2037;2098;2115;2045;2012;2010;1990;2064;1969;2021;2036;2025;2049;1980;2027,65536,1,both,4,10,30,3
matrix_0433_bf16_nt_g16_m2113_n4096_k7168_c65536,bf16,NT,2113,4096,7168,16,2034;2062;2039;2039;2054;2002;2113;2073;2030;2023;2002;1996;2061;2015;1991;2053,65536,1,both,4,10,30,3
matrix_0434_bf16_nn_g16_m2113_n7168_k4096_c65536,bf16,NN,2113,7168,4096,16,2034;2062;2039;2039;2054;2002;2113;2073;2030;2023;2002;1996;2061;2015;1991;2053,65536,1,both,4,10,30,3
matrix_0435_bf16_tn_g16_m4096_n7168_k2113_c65536,bf16,TN,4096,7168,2113,16,2034;2062;2039;2039;2054;2002;2113;2073;2030;2023;2002;1996;2061;2015;1991;2053,65536,1,both,4,10,30,3
matrix_0436_bf16_nt_g16_m2113_n7168_k2048_c65536,bf16,NT,2113,7168,2048,16,2034;2062;2039;2039;2054;2002;2113;2073;2030;2023;2002;1996;2061;2015;1991;2053,65536,1,both,4,10,30,3
matrix_0437_bf16_nn_g16_m2113_n2048_k7168_c65536,bf16,NN,2113,2048,7168,16,2034;2062;2039;2039;2054;2002;2113;2073;2030;2023;2002;1996;2061;2015;1991;2053,65536,1,both,4,10,30,3
matrix_0438_bf16_tn_g16_m7168_n2048_k2113_c65536,bf16,TN,7168,2048,2113,16,2034;2062;2039;2039;2054;2002;2113;2073;2030;2023;2002;1996;2061;2015;1991;2053,65536,1,both,4,10,30,3
matrix_0439_bf16_nt_g16_m2090_n4096_k7168_c65536,bf16,NT,2090,4096,7168,16,2090;2080;2017;2073;2031;2046;2060;2047;2069;2032;2080;2010;2044;2030;2056;2073,65536,1,both,4,10,30,3
matrix_0440_bf16_nn_g16_m2090_n7168_k4096_c65536,bf16,NN,2090,7168,4096,16,2090;2080;2017;2073;2031;2046;2060;2047;2069;2032;2080;2010;2044;2030;2056;2073,65536,1,both,4,10,30,3
matrix_0441_bf16_tn_g16_m4096_n7168_k2090_c65536,bf16,TN,4096,7168,2090,16,2090;2080;2017;2073;2031;2046;2060;2047;2069;2032;2080;2010;2044;2030;2056;2073,65536,1,both,4,10,30,3
matrix_0442_bf16_nt_g16_m2090_n7168_k2048_c65536,bf16,NT,2090,7168,2048,16,2090;2080;2017;2073;2031;2046;2060;2047;2069;2032;2080;2010;2044;2030;2056;2073,65536,1,both,4,10,30,3
matrix_0443_bf16_nn_g16_m2090_n2048_k7168_c65536,bf16,NN,2090,2048,7168,16,2090;2080;2017;2073;2031;2046;2060;2047;2069;2032;2080;2010;2044;2030;2056;2073,65536,1,both,4,10,30,3
matrix_0444_bf16_tn_g16_m7168_n2048_k2090_c65536,bf16,TN,7168,2048,2090,16,2090;2080;2017;2073;2031;2046;2060;2047;2069;2032;2080;2010;2044;2030;2056;2073,65536,1,both,4,10,30,3
matrix_0445_bf16_nt_g16_m2112_n4096_k7168_c65536,bf16,NT,2112,4096,7168,16,2053;2112;2018;2047;1994;2102;1979;2027;2070;2034;2064;2031;2004;2026;1971;2066,65536,1,both,4,10,30,3
matrix_0446_bf16_nn_g16_m2112_n7168_k4096_c65536,bf16,NN,2112,7168,4096,16,2053;2112;2018;2047;1994;2102;1979;2027;2070;2034;2064;2031;2004;2026;1971;2066,65536,1,both,4,10,30,3
matrix_0447_bf16_tn_g16_m4096_n7168_k2112_c65536,bf16,TN,4096,7168,2112,16,2053;2112;2018;2047;1994;2102;1979;2027;2070;2034;2064;2031;2004;2026;1971;2066,65536,1,both,4,10,30,3
matrix_0448_bf16_nt_g16_m2112_n7168_k2048_c65536,bf16,NT,2112,7168,2048,16,2053;2112;2018;2047;1994;2102;1979;2027;2070;2034;2064;2031;2004;2026;1971;2066,65536,1,both,4,10,30,3
matrix_0449_bf16_nn_g16_m2112_n2048_k7168_c65536,bf16,NN,2112,2048,7168,16,2053;2112;2018;2047;1994;2102;1979;2027;2070;2034;2064;2031;2004;2026;1971;2066,65536,1,both,4,10,30,3
matrix_0450_bf16_tn_g16_m7168_n2048_k2112_c65536,bf16,TN,7168,2048,2112,16,2053;2112;2018;2047;1994;2102;1979;2027;2070;2034;2064;2031;2004;2026;1971;2066,65536,1,both,4,10,30,3
matrix_0451_bf16_nt_g16_m2170_n4096_k7168_c65536,bf16,NT,2170,4096,7168,16,2170;2111;2013;2081;2038;2066;2086;2047;2057;2019;1970;2066;2015;2108;2063;2056,65536,1,both,4,10,30,3
matrix_0452_bf16_nn_g16_m2170_n7168_k4096_c65536,bf16,NN,2170,7168,4096,16,2170;2111;2013;2081;2038;2066;2086;2047;2057;2019;1970;2066;2015;2108;2063;2056,65536,1,both,4,10,30,3
matrix_0453_bf16_tn_g16_m4096_n7168_k2170_c65536,bf16,TN,4096,7168,2170,16,2170;2111;2013;2081;2038;2066;2086;2047;2057;2019;1970;2066;2015;2108;2063;2056,65536,1,both,4,10,30,3
matrix_0454_bf16_nt_g16_m2170_n7168_k2048_c65536,bf16,NT,2170,7168,2048,16,2170;2111;2013;2081;2038;2066;2086;2047;2057;2019;1970;2066;2015;2108;2063;2056,65536,1,both,4,10,30,3
matrix_0455_bf16_nn_g16_m2170_n2048_k7168_c65536,bf16,NN,2170,2048,7168,16,2170;2111;2013;2081;2038;2066;2086;2047;2057;2019;1970;2066;2015;2108;2063;2056,65536,1,both,4,10,30,3
matrix_0456_bf16_tn_g16_m7168_n2048_k2170_c65536,bf16,TN,7168,2048,2170,16,2170;2111;2013;2081;2038;2066;2086;2047;2057;2019;1970;2066;2015;2108;2063;2056,65536,1,both,4,10,30,3
matrix_0457_bf16_nt_g16_m2132_n4096_k7168_c65536,bf16,NT,2132,4096,7168,16,2078;2055;2095;2048;1987;2044;2090;2070;2016;2052;2020;1952;2038;2132;2044;1996,65536,1,both,4,10,30,3
matrix_0458_bf16_nn_g16_m2132_n7168_k4096_c65536,bf16,NN,2132,7168,4096,16,2078;2055;2095;2048;1987;2044;2090;2070;2016;2052;2020;1952;2038;2132;2044;1996,65536,1,both,4,10,30,3
matrix_0459_bf16_tn_g16_m4096_n7168_k2132_c65536,bf16,TN,4096,7168,2132,16,2078;2055;2095;2048;1987;2044;2090;2070;2016;2052;2020;1952;2038;2132;2044;1996,65536,1,both,4,10,30,3
matrix_0460_bf16_nt_g16_m2132_n7168_k2048_c65536,bf16,NT,2132,7168,2048,16,2078;2055;2095;2048;1987;2044;2090;2070;2016;2052;2020;1952;2038;2132;2044;1996,65536,1,both,4,10,30,3
matrix_0461_bf16_nn_g16_m2132_n2048_k7168_c65536,bf16,NN,2132,2048,7168,16,2078;2055;2095;2048;1987;2044;2090;2070;2016;2052;2020;1952;2038;2132;2044;1996,65536,1,both,4,10,30,3
matrix_0462_bf16_tn_g16_m7168_n2048_k2132_c65536,bf16,TN,7168,2048,2132,16,2078;2055;2095;2048;1987;2044;2090;2070;2016;2052;2020;1952;2038;2132;2044;1996,65536,1,both,4,10,30,3
matrix_0463_bf16_nt_g16_m2103_n4096_k7168_c65536,bf16,NT,2103,4096,7168,16,2027;2070;2088;2096;2083;2046;2042;2103;2074;2034;2022;2047;2004;1993;2018;2070,65536,1,both,4,10,30,3
matrix_0464_bf16_nn_g16_m2103_n7168_k4096_c65536,bf16,NN,2103,7168,4096,16,2027;2070;2088;2096;2083;2046;2042;2103;2074;2034;2022;2047;2004;1993;2018;2070,65536,1,both,4,10,30,3
matrix_0465_bf16_tn_g16_m4096_n7168_k2103_c65536,bf16,TN,4096,7168,2103,16,2027;2070;2088;2096;2083;2046;2042;2103;2074;2034;2022;2047;2004;1993;2018;2070,65536,1,both,4,10,30,3
matrix_0466_bf16_nt_g16_m2103_n7168_k2048_c65536,bf16,NT,2103,7168,2048,16,2027;2070;2088;2096;2083;2046;2042;2103;2074;2034;2022;2047;2004;1993;2018;2070,65536,1,both,4,10,30,3
